_id,OCC_MONTH,OCC_DOW,OCC_YEAR,OCC_HOUR,FATALITIES,INJURY_COLLISIONS,FTR_COLLISIONS,PD_COLLISIONS,NEIGHBOURHOOD_158,LONG_WGS84,LAT_WGS84,geometry
437948,January,Wednesday,2020,0,0.0,YES,NO,NO,Wellington Place (164),-79.38865813860727,43.643979183082834,MULTIPOINT ((-79.388658139 43.643979183))
437980,January,Thursday,2020,10,0.0,NO,NO,YES,Islington (158),-79.56418238008881,43.65491561834416,MULTIPOINT ((-79.56418238 43.6549156180001))
438055,January,Thursday,2020,19,0.0,YES,NO,NO,Etobicoke City Centre (159),-79.53537039309653,43.64180674308104,MULTIPOINT ((-79.5353703929999 43.6418067430001))
438567,January,Monday,2020,16,0.0,YES,NO,NO,Mimico-Queensway (160),-79.49790152930078,43.61507379584067,MULTIPOINT ((-79.497901529 43.615073796))
438585,January,Monday,2020,7,0.0,NO,NO,YES,Weston-Pelham Park (91),-79.46174221948564,43.67189383879312,MULTIPOINT ((-79.461742219 43.6718938390001))
438638,January,Monday,2020,6,0.0,NO,NO,YES,Yonge-Bay Corridor (170),-79.38495204152916,43.6512129903166,MULTIPOINT ((-79.384952042 43.65121299))
439204,January,Thursday,2020,17,0.0,YES,NO,NO,Church-Wellesley (167),-79.37935794927299,43.661875500979264,MULTIPOINT ((-79.3793579489999 43.6618755010001))
439562,January,Saturday,2020,9,0.0,YES,NO,NO,Oakdale-Beverley Heights (154),-79.52377704041903,43.724568242069346,MULTIPOINT ((-79.52377704 43.724568242))
439797,January,Sunday,2020,0,0.0,NO,NO,YES,Wellington Place (164),-79.39492193580202,43.64549678460044,MULTIPOINT ((-79.3949219359999 43.645496785))
439829,January,Sunday,2020,18,0.0,NO,NO,YES,Greenwood-Coxwell (65),-79.3279955128728,43.67091777550866,MULTIPOINT ((-79.327995513 43.6709177760001))
439885,January,Monday,2020,18,0.0,YES,NO,NO,Oakwood Village (107),-79.44310959410677,43.69349697179506,MULTIPOINT ((-79.443109594 43.693496972))
439922,January,Monday,2020,15,0.0,YES,NO,NO,Bay-Cloverhill (169),-79.39413274468478,43.668719909127,MULTIPOINT ((-79.394132745 43.6687199090001))
440137,January,Tuesday,2020,10,0.0,YES,YES,NO,Annex (95),-79.40451823833602,43.66653280989593,MULTIPOINT ((-79.404518238 43.66653281))
440394,January,Wednesday,2020,7,0.0,YES,NO,NO,Victoria Village (43),-79.31374054950295,43.72524104624225,MULTIPOINT ((-79.31374055 43.7252410460001))
440450,January,Wednesday,2020,16,0.0,NO,NO,YES,Stonegate-Queensway (16),-79.50448901035958,43.63085432050701,MULTIPOINT ((-79.50448901 43.6308543210001))
441017,January,Saturday,2020,0,0.0,YES,NO,NO,Maple Leaf (29),-79.48765434554822,43.70637125280654,MULTIPOINT ((-79.4876543459999 43.706371253))
441389,January,Monday,2020,21,0.0,YES,NO,NO,Trinity-Bellwoods (81),-79.42025792657941,43.654902900266215,MULTIPOINT ((-79.420257927 43.6549029))
441685,January,Tuesday,2020,18,0.0,YES,NO,NO,South Parkdale (85),-79.42579232473457,43.63488797755115,MULTIPOINT ((-79.425792325 43.634887978))
442928,January,Monday,2020,17,0.0,YES,NO,NO,Trinity-Bellwoods (81),-79.40707913097222,43.64832868979227,MULTIPOINT ((-79.407079131 43.64832869))
442943,January,Monday,2020,19,0.0,YES,NO,NO,Trinity-Bellwoods (81),-79.41827062724184,43.64982419443549,MULTIPOINT ((-79.418270627 43.6498241940001))
443021,January,Tuesday,2020,21,0.0,YES,YES,NO,Kensington-Chinatown (78),-79.40398193200464,43.6471940876252,MULTIPOINT ((-79.403981932 43.647194088))
443085,January,Tuesday,2020,7,0.0,NO,YES,NO,Playter Estates-Danforth (67),-79.35964828416341,43.678572846015584,MULTIPOINT ((-79.3596482839999 43.6785728460001))
443087,January,Tuesday,2020,9,0.0,YES,NO,NO,Annex (95),-79.39509634519874,43.67100941210766,MULTIPOINT ((-79.395096345 43.671009412))
443652,January,Friday,2020,17,0.0,NO,NO,YES,Wellington Place (164),-79.40371833209247,43.646464986808226,MULTIPOINT ((-79.403718332 43.6464649870001))
443653,January,Friday,2020,16,0.0,NO,YES,NO,High Park-Swansea (87),-79.48292341669804,43.649689951092014,MULTIPOINT ((-79.4829234169999 43.649689951))
443655,January,Friday,2020,15,0.0,YES,NO,NO,Church-Wellesley (167),-79.37935794927299,43.661875500979264,MULTIPOINT ((-79.3793579489999 43.6618755010001))
444046,February,Sunday,2020,19,0.0,NO,NO,YES,Bay-Cloverhill (169),-79.39062024476961,43.663602502706276,MULTIPOINT ((-79.390620245 43.663602503))
444113,February,Sunday,2020,18,0.0,YES,NO,NO,Yonge-Bay Corridor (170),-79.38600144352041,43.65523619433991,MULTIPOINT ((-79.386001444 43.6552361940001))
444304,February,Tuesday,2020,17,0.0,YES,NO,NO,West Humber-Clairville (1),-79.56667255625318,43.71171531007552,MULTIPOINT ((-79.566672556 43.71171531))
444306,February,Tuesday,2020,8,0.0,YES,NO,NO,Regent Park (72),-79.3647731586812,43.66045029955401,MULTIPOINT ((-79.364773159 43.6604503))
444347,February,Tuesday,2020,8,0.0,NO,YES,NO,St Lawrence-East Bayfront-The Islands (166),-79.37302184853932,43.64252058162425,MULTIPOINT ((-79.3730218489999 43.642520582))
445594,February,Monday,2020,13,0.0,YES,YES,NO,Yonge-Bay Corridor (170),-79.38485864498885,43.65849859760236,MULTIPOINT ((-79.384858645 43.6584985980001))
445817,February,Tuesday,2020,9,0.0,NO,NO,YES,St Lawrence-East Bayfront-The Islands (166),-79.38146754290888,43.64290718201088,MULTIPOINT ((-79.381467543 43.642907182))
446042,February,Wednesday,2020,9,0.0,NO,YES,NO,University (79),-79.40974753345093,43.6615215047562,MULTIPOINT ((-79.409747533 43.6615215050001))
446048,February,Wednesday,2020,11,0.0,YES,NO,NO,Downtown Yonge East (168),-79.37493364865705,43.65117909028268,MULTIPOINT ((-79.374933649 43.65117909))
446052,February,Wednesday,2020,8,0.0,YES,NO,NO,Englemount-Lawrence (32),-79.43930276981101,43.711844558338456,MULTIPOINT ((-79.43930277 43.711844558))
447002,February,Monday,2020,13,0.0,YES,NO,NO,Alderwood (20),-79.54232882305963,43.59474627212046,MULTIPOINT ((-79.5423288229999 43.5947462720001))
447003,February,Monday,2020,13,0.0,NO,YES,NO,West Queen West (162),-79.40520133159816,43.64695638779403,MULTIPOINT ((-79.405201332 43.646956388))
447210,February,Tuesday,2020,0,0.0,YES,NO,NO,South Riverdale (70),-79.35223176820797,43.65832719743091,MULTIPOINT ((-79.352231768 43.6583271970001))
447686,February,Friday,2020,11,0.0,YES,NO,NO,Downtown Yonge East (168),-79.37494444997105,43.65514279424652,MULTIPOINT ((-79.37494445 43.655142794))
447692,February,Friday,2020,16,0.0,YES,NO,NO,Fort York-Liberty Village (163),-79.42127612623997,43.64017758332071,MULTIPOINT ((-79.421276126 43.640177583))
447827,February,Friday,2020,14,0.0,NO,YES,YES,Palmerston-Little Italy (80),-79.41597703015562,43.66409440868273,MULTIPOINT ((-79.41597703 43.664094409))
447991,February,Saturday,2020,14,0.0,NO,YES,NO,Church-Wellesley (167),-79.38613904842788,43.66872950806446,MULTIPOINT ((-79.386139048 43.6687295080001))
447995,February,Saturday,2020,16,0.0,YES,NO,NO,Yonge-Bay Corridor (170),-79.38644664092172,43.65088528998894,MULTIPOINT ((-79.386446641 43.6508852900001))
448153,February,Sunday,2020,16,0.0,NO,NO,YES,Harbourfront-CityPlace (165),-79.38399524124279,43.64238598148964,MULTIPOINT ((-79.383995241 43.6423859810001))
448301,February,Monday,2020,9,0.0,NO,YES,YES,Rosedale-Moore Park (98),-79.39452656345365,43.68913124478681,MULTIPOINT ((-79.3945265629999 43.6891312450001))
448315,February,Monday,2020,16,0.0,YES,NO,NO,Bedford Park-Nortown (39),-79.42246210660973,43.72081446676869,MULTIPOINT ((-79.4224621069999 43.720814467))
448428,February,Tuesday,2020,23,0.0,NO,NO,YES,Casa Loma (96),-79.41203913984441,43.68677072162708,MULTIPOINT ((-79.4120391399999 43.6867707220001))
448439,February,Tuesday,2020,17,0.0,YES,YES,NO,Weston-Pelham Park (91),-79.46069112101719,43.67068024087543,MULTIPOINT ((-79.460691121 43.6706802410001))
448751,February,Wednesday,2020,15,0.0,YES,NO,NO,Mimico-Queensway (160),-79.51883533190984,43.61698931600362,MULTIPOINT ((-79.518835332 43.6169893160001))
450579,March,Thursday,2020,16,0.0,YES,NO,NO,Corso Italia-Davenport (92),-79.4471720203859,43.671738823362546,MULTIPOINT ((-79.44717202 43.6717388230001))
450581,March,Thursday,2020,15,0.0,YES,NO,NO,Rosedale-Moore Park (98),-79.38951885241676,43.67695012186377,MULTIPOINT ((-79.389518852 43.676950122))
450589,March,Thursday,2020,10,0.0,YES,NO,NO,Bay-Cloverhill (169),-79.38664664511397,43.66066199976578,MULTIPOINT ((-79.386646645 43.6606620000001))
450747,March,Friday,2020,13,0.0,YES,NO,NO,Bathurst Manor (34),-79.46494195352385,43.75946856801326,MULTIPOINT ((-79.464941954 43.759468568))
450961,March,Saturday,2020,19,0.0,NO,NO,YES,University (79),-79.40853823434446,43.66178340485427,MULTIPOINT ((-79.4085382339999 43.6617834050001))
451024,March,Saturday,2020,16,0.0,NO,NO,YES,Trinity-Bellwoods (81),-79.40895053226822,43.656222698310074,MULTIPOINT ((-79.4089505319999 43.6562226980001))
451090,March,Sunday,2020,20,0.0,NO,YES,NO,Rexdale-Kipling (4),-79.56667255625318,43.71171531007552,MULTIPOINT ((-79.566672556 43.71171531))
451259,March,Monday,2020,13,0.0,YES,NO,NO,Bendale South (157),-79.26285612864757,43.742881874575154,MULTIPOINT ((-79.2628561289999 43.7428818750001))
451475,March,Tuesday,2020,23,0.0,NO,NO,YES,Harbourfront-CityPlace (165),-79.39797403400722,43.6393525784563,MULTIPOINT ((-79.397974034 43.6393525780001))
451685,March,Wednesday,2020,17,0.0,YES,NO,NO,Danforth East York (59),-79.33870772797086,43.69182391203825,MULTIPOINT ((-79.338707728 43.6918239120001))
451688,March,Wednesday,2020,16,0.0,YES,NO,NO,Stonegate-Queensway (16),-79.51601273074598,43.61935103021635,MULTIPOINT ((-79.516012731 43.6193510300001))
451777,March,Thursday,2020,11,0.0,NO,NO,YES,Moss Park (73),-79.3623655577181,43.65322629232989,MULTIPOINT ((-79.362365558 43.6532262920001))
451834,March,Thursday,2020,13,0.0,YES,NO,NO,Wellington Place (164),-79.40332653222308,43.645511185723834,MULTIPOINT ((-79.4033265319999 43.6455111860001))
451838,March,Thursday,2020,6,0.0,YES,NO,NO,Junction Area (90),-79.46327772520391,43.665398052025864,MULTIPOINT ((-79.463277725 43.6653980520001))
452053,March,Friday,2020,3,0.0,NO,YES,NO,Yonge-Bay Corridor (170),-79.38629694365821,43.65594509504884,MULTIPOINT ((-79.386296944 43.655945095))
452064,March,Friday,2020,17,0.0,YES,NO,NO,Taylor-Massey (61),-79.29026915992246,43.690794324537045,MULTIPOINT ((-79.29026916 43.6907943250001))
452221,March,Sunday,2020,15,0.0,YES,NO,NO,Cliffcrest (123),-79.24034222689977,43.71816409866497,MULTIPOINT ((-79.240342227 43.718164099))
452327,March,Monday,2020,12,0.0,YES,YES,NO,Trinity-Bellwoods (81),-79.42639602453336,43.65360919993625,MULTIPOINT ((-79.426396025 43.6536092000001))
452503,March,Wednesday,2020,22,0.0,NO,YES,NO,Danforth (66),-79.32363123294031,43.68336521316597,MULTIPOINT ((-79.323631233 43.6833652130001))
452595,March,Thursday,2020,17,0.0,YES,YES,NO,Eringate-Centennial-West Deane (11),-79.57251278536398,43.65297102416518,MULTIPOINT ((-79.572512785 43.6529710240001))
452639,March,Friday,2020,12,0.0,YES,NO,NO,Wexford/Maryvale (119),-79.28757988422589,43.72778146357915,MULTIPOINT ((-79.287579884 43.727781464))
452898,March,Tuesday,2020,15,0.0,YES,NO,NO,South Riverdale (70),-79.33968757823129,43.65406760292229,MULTIPOINT ((-79.3396875779999 43.654067603))
452998,March,Thursday,2020,9,0.0,NO,YES,NO,Runnymede-Bloor West Village (89),-79.49501880849746,43.665260849366724,MULTIPOINT ((-79.4950188079999 43.665260849))
453103,March,Saturday,2020,21,0.0,NO,YES,NO,Moss Park (73),-79.37100285365003,43.65829659740034,MULTIPOINT ((-79.371002854 43.6582965970001))
453156,March,Sunday,2020,15,0.0,YES,NO,NO,Humber Bay Shores (161),-79.47822581661542,43.62346469880689,MULTIPOINT ((-79.478225817 43.6234646990001))
453164,March,Sunday,2020,5,0.0,YES,NO,NO,Moss Park (73),-79.37100285365003,43.65829659740034,MULTIPOINT ((-79.371002854 43.6582965970001))
453227,March,Tuesday,2020,1,0.0,NO,NO,YES,Clanton Park (33),-79.4508010784905,43.73840805330726,MULTIPOINT ((-79.450801078 43.7384080530001))
453452,April,Saturday,2020,7,0.0,NO,YES,NO,Rexdale-Kipling (4),-79.56943957685264,43.72664195581621,MULTIPOINT ((-79.569439577 43.726641956))
453554,April,Monday,2020,15,0.0,YES,NO,NO,Ionview (125),-79.2716839064521,43.73259837396042,MULTIPOINT ((-79.271683906 43.7325983740001))
453597,April,Tuesday,2020,12,0.0,YES,NO,NO,Parkwoods-O'Connor Hills (149),-79.31926165979324,43.74117732381475,MULTIPOINT ((-79.3192616599999 43.741177324))
453621,April,Wednesday,2020,14,0.0,NO,YES,NO,Annex (95),-79.40257204471123,43.675801319707276,MULTIPOINT ((-79.4025720449999 43.6758013200001))
453756,April,Friday,2020,15,0.0,NO,NO,YES,Wellington Place (164),-79.39965233353684,43.64807688718051,MULTIPOINT ((-79.3996523339999 43.6480768870001))
453814,April,Saturday,2020,17,0.0,YES,YES,NO,Fort York-Liberty Village (163),-79.41978532768773,43.63048317176976,MULTIPOINT ((-79.419785328 43.630483172))
453816,April,Saturday,2020,16,0.0,YES,NO,NO,South Parkdale (85),-79.43858362047088,43.63665808417511,MULTIPOINT ((-79.43858362 43.636658084))
453924,April,Tuesday,2020,15,0.0,YES,YES,NO,Bathurst Manor (34),-79.43845112728326,43.755455974900755,MULTIPOINT ((-79.438451127 43.7554559750001))
454339,April,Friday,2020,8,0.0,YES,NO,NO,Thorncliffe Park (55),-79.35276761725945,43.70186929114229,MULTIPOINT ((-79.352767617 43.701869291))
454402,April,Friday,2020,17,0.0,YES,NO,NO,Agincourt North (129),-79.28628061624687,43.80374724323929,MULTIPOINT ((-79.2862806159999 43.803747243))
454405,April,Friday,2020,13,0.0,YES,NO,NO,West Hill (136),-79.1886471101604,43.77473709206803,MULTIPOINT ((-79.18864711 43.7747370920001))
454495,April,Monday,2020,16,0.0,YES,NO,NO,Rosedale-Moore Park (98),-79.38063195779282,43.676250918953684,MULTIPOINT ((-79.380631958 43.676250919))
454512,April,Monday,2020,12,0.0,YES,YES,NO,Mimico-Queensway (160),-79.49315494028585,43.603646304820515,MULTIPOINT ((-79.49315494 43.603646305))
454576,April,Tuesday,2020,18,0.0,YES,NO,NO,Corso Italia-Davenport (92),-79.44098312262145,43.6729882238195,MULTIPOINT ((-79.440983123 43.672988224))
454610,April,Wednesday,2020,5,0.0,YES,NO,NO,Downsview (155),-79.4589183467043,43.73209495001528,MULTIPOINT ((-79.4589183469999 43.73209495))
454635,April,Thursday,2020,16,0.0,YES,NO,NO,South Riverdale (70),-79.32828769747441,43.65898084157216,MULTIPOINT ((-79.328287697 43.6589808420001))
454689,May,Friday,2020,18,0.0,YES,NO,NO,Eringate-Centennial-West Deane (11),-79.58084991923715,43.66076747035554,MULTIPOINT ((-79.5808499189999 43.66076747))
454732,May,Friday,2020,14,0.0,YES,YES,NO,Trinity-Bellwoods (81),-79.4207636264108,43.649327493872434,MULTIPOINT ((-79.4207636259999 43.649327494))
454782,May,Saturday,2020,15,0.0,YES,NO,NO,St Lawrence-East Bayfront-The Islands (166),-79.37682824600172,43.64114868007887,MULTIPOINT ((-79.3768282459999 43.6411486800001))
454817,May,Sunday,2020,21,0.0,YES,NO,NO,High Park-Swansea (87),-79.45553081482186,43.64316459800105,MULTIPOINT ((-79.455530815 43.6431645980001))
454821,May,Sunday,2020,15,0.0,YES,NO,NO,Edenbridge-Humber Valley (9),-79.52184648805523,43.663987176801974,MULTIPOINT ((-79.5218464879999 43.6639871770001))
454823,May,Sunday,2020,13,0.0,YES,NO,NO,Long Branch (19),-79.53228675013325,43.590539968620625,MULTIPOINT ((-79.53228675 43.5905399690001))
454926,May,Monday,2020,7,0.0,NO,NO,YES,Newtonbrook West (36),-79.42854763733011,43.79444682286063,MULTIPOINT ((-79.428547637 43.794446823))
454970,May,Tuesday,2020,16,0.0,NO,YES,NO,Roncesvalles (86),-79.45106221631139,43.65151590536719,MULTIPOINT ((-79.451062216 43.6515159050001))
454986,May,Tuesday,2020,6,0.0,NO,NO,YES,Brookhaven-Amesbury (30),-79.50287885126122,43.69954865941787,MULTIPOINT ((-79.5028788509999 43.6995486590001))
455003,May,Wednesday,2020,14,0.0,YES,NO,NO,University (79),-79.41068193359884,43.663834007814685,MULTIPOINT ((-79.410681934 43.663834008))
455073,May,Wednesday,2020,21,0.0,NO,YES,NO,West Humber-Clairville (1),-79.62222578477193,43.72616702724282,MULTIPOINT ((-79.622225785 43.726167027))
455124,May,Thursday,2020,21,0.0,YES,NO,NO,Highland Creek (134),-79.1858658777167,43.79438389466104,MULTIPOINT ((-79.1858658779999 43.7943838950001))
455191,May,Friday,2020,18,0.0,NO,NO,YES,Junction Area (90),-79.46379782345963,43.663654048128755,MULTIPOINT ((-79.4637978229999 43.6636540480001))
455249,May,Saturday,2020,16,0.0,YES,YES,NO,Yonge-Bay Corridor (170),-79.38436854475557,43.65730879641258,MULTIPOINT ((-79.384368545 43.657308796))
455318,May,Sunday,2020,15,0.0,NO,YES,NO,Roncesvalles (86),-79.45340881552916,43.65503981084795,MULTIPOINT ((-79.453408816 43.6550398110001))
455351,May,Monday,2020,16,0.0,NO,NO,YES,Dovercourt Village (172),-79.42325832696987,43.662507609364276,MULTIPOINT ((-79.423258327 43.662507609))
455507,May,Wednesday,2020,15,0.0,YES,NO,NO,Junction Area (90),-79.47803131545457,43.67022824719815,MULTIPOINT ((-79.478031315 43.6702282470001))
455684,May,Friday,2020,19,0.0,NO,NO,YES,Newtonbrook West (36),-79.42055092227683,43.78971170510114,MULTIPOINT ((-79.420550922 43.7897117050001))
455723,May,Saturday,2020,2,0.0,YES,NO,NO,Downtown Yonge East (168),-79.37926174619061,43.652435891539554,MULTIPOINT ((-79.3792617459999 43.652435892))
455732,May,Saturday,2020,14,0.0,YES,NO,NO,Long Branch (19),-79.53400262459816,43.5943794739216,MULTIPOINT ((-79.534002625 43.594379474))
455737,May,Saturday,2020,19,0.0,NO,YES,NO,Woodbine-Lumsden (60),-79.31884204121454,43.69967280087644,MULTIPOINT ((-79.318842041 43.6996728010001))
455797,May,Sunday,2020,17,0.0,NO,NO,YES,Dovercourt Village (172),-79.43382362267417,43.66018581056417,MULTIPOINT ((-79.433823623 43.6601858110001))
455875,May,Tuesday,2020,10,0.0,YES,NO,NO,Kensington-Chinatown (78),-79.39793503569493,43.65296189280764,MULTIPOINT ((-79.397935036 43.652961893))
455981,May,Wednesday,2020,19,0.0,YES,YES,NO,Humber Summit (21),-79.56882200786791,43.75472510169321,MULTIPOINT ((-79.568822008 43.7547251020001))
456012,May,Wednesday,2020,9,0.0,YES,NO,NO,Corso Italia-Davenport (92),-79.43593572089893,43.679609310916945,MULTIPOINT ((-79.435935721 43.679609311))
456108,May,Friday,2020,19,0.0,YES,NO,NO,Wexford/Maryvale (119),-79.31150497297504,43.75636972325097,MULTIPOINT ((-79.311504973 43.756369723))
456111,May,Friday,2020,16,0.0,YES,NO,NO,Woburn North (142),-79.24701496040137,43.78053647650218,MULTIPOINT ((-79.2470149599999 43.780536477))
456132,May,Friday,2020,6,0.0,YES,NO,NO,Danforth East York (59),-79.34025052177721,43.687623501699065,MULTIPOINT ((-79.3402505219999 43.6876235020001))
456213,May,Saturday,2020,19,0.0,YES,NO,NO,Moss Park (73),-79.37322385064546,43.653724792828484,MULTIPOINT ((-79.373223851 43.653724793))
456221,May,Saturday,2020,9,0.0,YES,NO,NO,Dovercourt Village (172),-79.43533392206238,43.65986071074255,MULTIPOINT ((-79.435333922 43.6598607110001))
456227,May,Saturday,2020,1,0.0,YES,NO,NO,South Riverdale (70),-79.33968757823129,43.65406760292229,MULTIPOINT ((-79.3396875779999 43.654067603))
456264,May,Saturday,2020,21,0.0,YES,NO,NO,East End-Danforth (62),-79.29800824937016,43.67890233101804,MULTIPOINT ((-79.298008249 43.6789023310001))
456354,May,Sunday,2020,15,0.0,YES,NO,NO,Dorset Park (126),-79.2834749088171,43.7440880548243,MULTIPOINT ((-79.2834749089999 43.7440880550001))
456448,May,Monday,2020,11,0.0,YES,NO,NO,Agincourt North (129),-79.26255134057065,43.7987007144431,MULTIPOINT ((-79.2625513409999 43.7987007140001))
456452,May,Monday,2020,13,0.0,YES,NO,NO,St Lawrence-East Bayfront-The Islands (166),-79.35694936067532,43.64927778838136,MULTIPOINT ((-79.356949361 43.6492777880001))
456551,May,Tuesday,2020,14,0.0,YES,NO,NO,Black Creek (24),-79.51473051613645,43.76721268870932,MULTIPOINT ((-79.514730516 43.7672126890001))
456559,May,Tuesday,2020,21,0.0,YES,NO,NO,Oakridge (121),-79.27364697315139,43.694379728060326,MULTIPOINT ((-79.273646973 43.6943797280001))
456573,May,Wednesday,2020,18,0.0,NO,NO,YES,Elms-Old Rexdale (5),-79.55081877139742,43.725332424301705,MULTIPOINT ((-79.550818771 43.725332424))
456653,May,Wednesday,2020,16,0.0,YES,NO,NO,Humewood-Cedarvale (106),-79.42828331544288,43.68878989240559,MULTIPOINT ((-79.428283315 43.688789892))
456667,May,Thursday,2020,8,0.0,YES,NO,NO,Moss Park (73),-79.37304255392313,43.66319520229896,MULTIPOINT ((-79.3730425539999 43.663195202))
456716,May,Thursday,2020,19,0.0,YES,NO,NO,Wellington Place (164),-79.38972473866458,43.64659898570262,MULTIPOINT ((-79.389724739 43.6465989860001))
456785,May,Thursday,2020,22,0.0,YES,NO,NO,Yonge-Bay Corridor (170),-79.38711994038782,43.64990208900573,MULTIPOINT ((-79.3871199399999 43.6499020890001))
456812,May,Friday,2020,20,0.0,YES,NO,NO,Westminster-Branson (35),-79.44927133002481,43.77966771803111,MULTIPOINT ((-79.44927133 43.779667718))
456820,May,Friday,2020,14,0.0,YES,NO,NO,Bendale-Glen Andrew (156),-79.2467470734873,43.755258977668895,MULTIPOINT ((-79.2467470729999 43.755258978))
456924,May,Saturday,2020,19,0.0,YES,NO,NO,Islington (158),-79.55767268115487,43.64150461311064,MULTIPOINT ((-79.557672681 43.6415046130001))
456925,May,Saturday,2020,7,0.0,NO,NO,YES,Playter Estates-Danforth (67),-79.34847389730855,43.67823456163602,MULTIPOINT ((-79.348473897 43.678234562))
456980,May,Sunday,2020,4,0.0,NO,NO,YES,Fort York-Liberty Village (163),-79.42553302531313,43.631859473918816,MULTIPOINT ((-79.4255330249999 43.6318594740001))
457023,May,Sunday,2020,13,0.0,YES,NO,NO,Etobicoke City Centre (159),-79.55694338740867,43.61612850904204,MULTIPOINT ((-79.556943387 43.6161285090001))
457090,June,Monday,2020,15,0.0,YES,NO,NO,Old East York (58),-79.31992654049152,43.69588870844468,MULTIPOINT ((-79.31992654 43.695888708))
457094,June,Monday,2020,12,0.0,NO,YES,NO,Woodbine-Lumsden (60),-79.31417134340181,43.688889519569116,MULTIPOINT ((-79.314171343 43.68888952))
457134,June,Tuesday,2020,20,0.0,YES,NO,NO,Blake-Jones (69),-79.3442385015267,43.67737716520121,MULTIPOINT ((-79.3442385019999 43.677377165))
457162,June,Tuesday,2020,18,0.0,NO,YES,NO,Dovercourt Village (172),-79.42088902793036,43.66301980908665,MULTIPOINT ((-79.420889028 43.663019809))
457236,June,Wednesday,2020,23,0.0,YES,NO,NO,Yonge-Bay Corridor (170),-79.38609594045597,43.64739348649714,MULTIPOINT ((-79.38609594 43.6473934860001))
457241,June,Wednesday,2020,22,0.0,YES,NO,NO,Dufferin Grove (83),-79.43971372009422,43.65016399978196,MULTIPOINT ((-79.43971372 43.6501640000001))
457244,June,Wednesday,2020,19,0.0,NO,NO,YES,St Lawrence-East Bayfront-The Islands (166),-79.37143865059481,43.64942878853239,MULTIPOINT ((-79.3714386509999 43.6494287890001))
457308,June,Wednesday,2020,16,0.0,NO,NO,YES,Annex (95),-79.3894835474489,43.66970770955897,MULTIPOINT ((-79.3894835469999 43.6697077100001))
457429,June,Friday,2020,11,0.0,YES,NO,NO,West Queen West (162),-79.4196249267904,43.64299118614309,MULTIPOINT ((-79.419624927 43.6429911860001))
457463,June,Friday,2020,8,0.0,YES,NO,NO,Centennial Scarborough (133),-79.17294711625482,43.78187908661461,MULTIPOINT ((-79.172947116 43.781879087))
457474,June,Friday,2020,11,0.0,YES,NO,NO,Wexford/Maryvale (119),-79.31019887246735,43.759048722254704,MULTIPOINT ((-79.3101988719999 43.759048722))
457489,June,Friday,2020,17,0.0,NO,NO,YES,Kensington-Chinatown (78),-79.39032524083046,43.65448999359373,MULTIPOINT ((-79.390325241 43.6544899940001))
457497,June,Friday,2020,15,0.0,YES,YES,NO,University (79),-79.40974753345093,43.6615215047562,MULTIPOINT ((-79.409747533 43.6615215050001))
457586,June,Saturday,2020,14,0.0,NO,YES,NO,Kensington-Chinatown (78),-79.40601573209595,43.652310093633126,MULTIPOINT ((-79.406015732 43.652310094))
457596,June,Saturday,2020,21,0.0,YES,NO,NO,Willowdale West (37),-79.41474275476786,43.77658049552144,MULTIPOINT ((-79.414742755 43.7765804960001))
457666,June,Sunday,2020,11,0.0,YES,NO,NO,Old East York (58),-79.33774672861149,43.69202601198406,MULTIPOINT ((-79.3377467289999 43.692026012))
457704,June,Monday,2020,20,0.0,YES,NO,NO,Golfdale-Cedarbrae-Woburn (141),-79.2306685014517,43.7735145128066,MULTIPOINT ((-79.230668501 43.7735145130001))
457718,June,Monday,2020,21,0.0,YES,NO,NO,Islington (158),-79.56001027688133,43.646340411303456,MULTIPOINT ((-79.5600102769999 43.646340411))
457770,June,Monday,2020,15,0.0,YES,NO,NO,Stonegate-Queensway (16),-79.51482932229902,43.62357454902827,MULTIPOINT ((-79.514829322 43.6235745490001))
457782,June,Monday,2020,16,0.0,YES,NO,NO,Harbourfront-CityPlace (165),-79.39797403400722,43.6393525784563,MULTIPOINT ((-79.397974034 43.6393525780001))
457791,June,Tuesday,2020,5,0.0,NO,NO,YES,Clanton Park (33),-79.43474321097625,43.738258362285116,MULTIPOINT ((-79.434743211 43.7382583620001))
457811,June,Tuesday,2020,21,0.0,YES,NO,NO,Dovercourt Village (172),-79.43533392206238,43.65986071074255,MULTIPOINT ((-79.435333922 43.6598607110001))
457830,June,Tuesday,2020,15,0.0,YES,NO,NO,Playter Estates-Danforth (67),-79.35773679145031,43.681013658445536,MULTIPOINT ((-79.357736791 43.681013658))
457833,June,Tuesday,2020,19,0.0,YES,NO,NO,Danforth East York (59),-79.33452112782308,43.68886370863415,MULTIPOINT ((-79.3345211279999 43.688863709))
457888,June,Tuesday,2020,15,0.0,YES,NO,NO,Morningside (135),-79.19542069786661,43.784825293183914,MULTIPOINT ((-79.195420698 43.784825293))
457925,June,Wednesday,2020,21,0.0,YES,NO,NO,Englemount-Lawrence (32),-79.43762966829702,43.71750955875164,MULTIPOINT ((-79.4376296679999 43.7175095590001))
457929,June,Wednesday,2020,17,0.0,YES,NO,NO,Playter Estates-Danforth (67),-79.34960999541677,43.67800835906354,MULTIPOINT ((-79.349609995 43.678008359))
457934,June,Wednesday,2020,13,0.0,YES,NO,NO,Westminster-Branson (35),-79.45658585777642,43.78812444323413,MULTIPOINT ((-79.456585858 43.7881244430001))
