_id,OCC_MONTH,OCC_DOW,OCC_YEAR,OCC_HOUR,FATALITIES,INJURY_COLLISIONS,FTR_COLLISIONS,PD_COLLISIONS,NEIGHBOURHOOD_158,LONG_WGS84,LAT_WGS84,geometry
465655,August,Friday,2020,7,0.0,YES,NO,NO,Golfdale-Cedarbrae-Woburn (141),-79.22656387770975,43.77758450875971,MULTIPOINT ((-79.226563878 43.7775845090001))
465660,August,Friday,2020,12,0.0,YES,NO,NO,South Riverdale (70),-79.32633889740127,43.65652433999063,MULTIPOINT ((-79.326338897 43.65652434))
465662,August,Friday,2020,16,0.0,YES,NO,NO,Annex (95),-79.41182373809814,43.67367901931706,MULTIPOINT ((-79.411823738 43.6736790190001))
465667,August,Friday,2020,22,0.0,YES,YES,NO,Yonge-Bay Corridor (170),-79.38479944103877,43.647654386758035,MULTIPOINT ((-79.384799441 43.647654387))
465668,August,Friday,2020,22,0.0,YES,NO,NO,Kensington-Chinatown (78),-79.40601573209595,43.652310093633126,MULTIPOINT ((-79.406015732 43.652310094))
465729,August,Friday,2020,16,0.0,YES,NO,NO,Yonge-Doris (151),-79.41528175085384,43.778697296130396,MULTIPOINT ((-79.415281751 43.7786972960001))
465820,August,Saturday,2020,12,0.0,YES,NO,NO,L'Amoreaux West (147),-79.3253951673639,43.78035442654362,MULTIPOINT ((-79.325395167 43.7803544270001))
465821,August,Saturday,2020,13,0.0,YES,NO,NO,High Park North (88),-79.46369951555796,43.65389242229018,MULTIPOINT ((-79.463699516 43.6538924220001))
465823,August,Saturday,2020,13,0.0,YES,NO,NO,Regent Park (72),-79.35691196349845,43.65823919734296,MULTIPOINT ((-79.356911963 43.6582391970001))
465872,August,Saturday,2020,15,0.0,NO,YES,NO,Cliffcrest (123),-79.24815331112401,43.7110599095656,MULTIPOINT ((-79.248153311 43.7110599100001))
465980,August,Sunday,2020,20,0.0,YES,NO,NO,Little Portugal (84),-79.42965212344798,43.65292110010419,MULTIPOINT ((-79.429652123 43.6529211000001))
465983,August,Sunday,2020,19,0.0,YES,NO,NO,Oakridge (121),-79.28119686707751,43.69281872688912,MULTIPOINT ((-79.2811968669999 43.692818727))
465985,August,Sunday,2020,16,0.0,NO,YES,NO,North Riverdale (68),-79.36038447787016,43.67591703393984,MULTIPOINT ((-79.360384478 43.6759170340001))
465991,August,Sunday,2020,8,0.0,NO,NO,YES,Humber Heights-Westmount (8),-79.51147868425664,43.68400239601657,MULTIPOINT ((-79.5114786839999 43.684002396))
466051,August,Monday,2020,16,0.0,YES,NO,NO,Dovercourt Village (172),-79.43778332382438,43.66865862000276,MULTIPOINT ((-79.437783324 43.66865862))
466069,August,Monday,2020,15,0.0,NO,YES,YES,West Hill (136),-79.18284860837016,43.76915259979652,MULTIPOINT ((-79.182848608 43.7691526))
466155,August,Tuesday,2020,12,0.0,YES,NO,NO,Newtonbrook West (36),-79.4268572218856,43.79211811351694,MULTIPOINT ((-79.426857222 43.7921181140001))
466286,August,Tuesday,2020,19,0.0,NO,NO,YES,Palmerston-Little Italy (80),-79.42392092535836,43.65413229999004,MULTIPOINT ((-79.4239209249999 43.6541323000001))
466296,August,Wednesday,2020,11,0.0,YES,YES,NO,East End-Danforth (62),-79.31277234326514,43.68568152367345,MULTIPOINT ((-79.3127723429999 43.6856815240001))
466382,August,Wednesday,2020,20,0.0,NO,YES,NO,Mount Olive-Silverstone-Jamestown (2),-79.57647047473556,43.74362647566125,MULTIPOINT ((-79.576470475 43.743626476))
466387,August,Wednesday,2020,17,0.0,YES,NO,NO,Hillcrest Village (48),-79.35413008211827,43.79960389871603,MULTIPOINT ((-79.354130082 43.799603899))
466392,August,Wednesday,2020,16,0.0,YES,NO,NO,Little Portugal (84),-79.42811082396177,43.649554795251156,MULTIPOINT ((-79.428110824 43.649554795))
466400,August,Wednesday,2020,12,0.0,YES,NO,NO,High Park-Swansea (87),-79.45863761400967,43.65500191314976,MULTIPOINT ((-79.4586376139999 43.655001913))
466401,August,Wednesday,2020,11,0.0,YES,NO,NO,Milliken (130),-79.26790073567186,43.83272696567633,MULTIPOINT ((-79.2679007359999 43.8327269660001))
466406,August,Wednesday,2020,2,0.0,NO,YES,NO,Regent Park (72),-79.36444675712603,43.65561239471607,MULTIPOINT ((-79.3644467569999 43.655612395))
466531,August,Thursday,2020,16,0.0,YES,NO,NO,Yonge-Bay Corridor (170),-79.38814214166892,43.6548223939261,MULTIPOINT ((-79.3881421419999 43.6548223940001))
466534,August,Thursday,2020,15,0.0,YES,NO,NO,Kensington-Chinatown (78),-79.39626253563942,43.6487715878752,MULTIPOINT ((-79.3962625359999 43.648771588))
466586,August,Friday,2020,16,0.0,NO,NO,YES,Weston-Pelham Park (91),-79.45953222130599,43.67040354018723,MULTIPOINT ((-79.459532221 43.67040354))
466683,August,Friday,2020,7,0.0,YES,NO,NO,Downsview (155),-79.48258584537281,43.729071748044916,MULTIPOINT ((-79.482585845 43.7290717480001))
466685,August,Friday,2020,13,0.0,YES,YES,NO,High Park North (88),-79.45422441728623,43.66075022158991,MULTIPOINT ((-79.454224417 43.660750222))
466688,August,Friday,2020,15,0.0,YES,NO,NO,High Park North (88),-79.45365901667894,43.65993211909013,MULTIPOINT ((-79.4536590169999 43.6599321190001))
466695,August,Friday,2020,18,0.0,YES,NO,NO,Blake-Jones (69),-79.33485191836898,43.68094519152633,MULTIPOINT ((-79.334851918 43.6809451920001))
466696,August,Friday,2020,19,0.0,YES,NO,NO,West Hill (136),-79.19061150356492,43.764982895787234,MULTIPOINT ((-79.1906115039999 43.764982896))
466697,August,Friday,2020,19,0.0,NO,YES,NO,Morningside Heights (144),-79.19905466857112,43.8002900921876,MULTIPOINT ((-79.199054669 43.8002900920001))
466704,August,Friday,2020,20,0.0,YES,NO,NO,St Lawrence-East Bayfront-The Islands (166),-79.38146754290888,43.64290718201088,MULTIPOINT ((-79.381467543 43.642907182))
466800,August,Saturday,2020,10,0.0,YES,YES,NO,Banbury-Don Mills (42),-79.34992551187368,43.71713425422348,MULTIPOINT ((-79.349925512 43.717134254))
466827,August,Saturday,2020,18,0.0,YES,NO,NO,Oakwood Village (107),-79.43322901783971,43.68328270051376,MULTIPOINT ((-79.433229018 43.6832827010001))
466906,August,Sunday,2020,4,0.0,NO,YES,NO,Kennedy Park (124),-79.26134360340876,43.71653490218626,MULTIPOINT ((-79.2613436029999 43.716534902))
466915,August,Sunday,2020,20,0.0,YES,NO,NO,South Parkdale (85),-79.43726262091118,43.64044228878039,MULTIPOINT ((-79.4372626209999 43.6404422890001))
466940,August,Sunday,2020,8,0.0,NO,NO,YES,Harbourfront-CityPlace (165),-79.39712653428974,43.63732037642414,MULTIPOINT ((-79.3971265339999 43.637320376))
466946,August,Sunday,2020,18,0.0,YES,NO,NO,Clairlea-Birchmount (120),-79.28503518277388,43.72155117427875,MULTIPOINT ((-79.2850351829999 43.7215511740001))
467023,August,Monday,2020,15,0.0,NO,NO,YES,East End-Danforth (62),-79.29800824937016,43.67890233101804,MULTIPOINT ((-79.298008249 43.6789023310001))
467075,August,Monday,2020,19,0.0,YES,NO,NO,West Humber-Clairville (1),-79.59494266468154,43.73601277452119,MULTIPOINT ((-79.594942665 43.7360127750001))
467085,August,Monday,2020,16,0.0,YES,NO,NO,Roncesvalles (86),-79.44381651872663,43.639181189283555,MULTIPOINT ((-79.4438165189999 43.639181189))
467133,August,Tuesday,2020,16,0.0,YES,YES,NO,West Hill (136),-79.15155832156036,43.763788906938956,MULTIPOINT ((-79.151558322 43.763788907))
467171,August,Tuesday,2020,17,0.0,YES,NO,NO,North St.James Town (74),-79.37326105836905,43.67133301108535,MULTIPOINT ((-79.373261058 43.6713330110001))
467172,August,Tuesday,2020,17,0.0,YES,NO,NO,Junction-Wallace Emerson (171),-79.44585101928374,43.66204161704956,MULTIPOINT ((-79.445851019 43.662041617))
467173,August,Tuesday,2020,17,0.0,YES,NO,NO,Lawrence Park South (103),-79.4149324220239,43.703253085868944,MULTIPOINT ((-79.4149324219999 43.7032530860001))
467174,August,Tuesday,2020,16,0.0,YES,NO,NO,Mount Pleasant East (99),-79.38671837011387,43.70036614259762,MULTIPOINT ((-79.38671837 43.7003661430001))
467175,August,Tuesday,2020,15,0.0,YES,NO,NO,Weston-Pelham Park (91),-79.45875842314518,43.66859904354692,MULTIPOINT ((-79.4587584229999 43.6685990440001))
467217,August,Tuesday,2020,10,0.0,NO,YES,NO,Morningside (135),-79.205648619286,43.764061994191145,MULTIPOINT ((-79.205648619 43.764061994))
467219,August,Tuesday,2020,10,0.0,YES,NO,NO,Mimico-Queensway (160),-79.49930082503037,43.61841609760843,MULTIPOINT ((-79.499300825 43.6184160980001))
467273,August,Wednesday,2020,17,0.0,NO,NO,YES,Annex (95),-79.39657674642393,43.67470001653991,MULTIPOINT ((-79.3965767459999 43.6747000170001))
467384,August,Wednesday,2020,22,0.0,NO,NO,YES,Church-Wellesley (167),-79.37973374933242,43.662805301909046,MULTIPOINT ((-79.379733749 43.662805302))
467390,August,Wednesday,2020,20,0.0,YES,NO,NO,Eglinton East (138),-79.25205133476021,43.73586468186426,MULTIPOINT ((-79.252051335 43.7358646820001))
467395,August,Wednesday,2020,16,0.0,YES,NO,NO,South Riverdale (70),-79.34085117663946,43.65372579981223,MULTIPOINT ((-79.3408511769999 43.6537258000001))
467409,August,Wednesday,2020,21,0.0,NO,NO,YES,Trinity-Bellwoods (81),-79.41827062724184,43.64982419443549,MULTIPOINT ((-79.418270627 43.6498241940001))
467584,August,Friday,2020,21,0.0,NO,NO,YES,Blake-Jones (69),-79.33985091006555,43.6791720782521,MULTIPOINT ((-79.33985091 43.6791720780001))
467586,August,Friday,2020,17,0.0,NO,NO,YES,South Riverdale (70),-79.35222007082206,43.66223510419912,MULTIPOINT ((-79.352220071 43.662235104))
467594,August,Friday,2020,17,0.0,NO,NO,YES,High Park North (88),-79.47626132015448,43.65113405124119,MULTIPOINT ((-79.4762613199999 43.651134051))
467697,August,Saturday,2020,20,0.0,NO,NO,YES,East End-Danforth (62),-79.29074595785056,43.68601043059782,MULTIPOINT ((-79.2907459579999 43.6860104310001))
467700,August,Saturday,2020,5,0.0,YES,NO,NO,Willowridge-Martingrove-Richview (7),-79.5390048841275,43.679831976384534,MULTIPOINT ((-79.539004884 43.6798319760001))
467719,August,Saturday,2020,11,0.0,YES,NO,NO,Cabbagetown-South St.James Town (71),-79.36031536377594,43.6634226025263,MULTIPOINT ((-79.360315364 43.6634226030001))
467733,August,Saturday,2020,13,0.0,YES,NO,NO,St Lawrence-East Bayfront-The Islands (166),-79.36117945743422,43.647861286964854,MULTIPOINT ((-79.3611794569999 43.6478612870001))
467738,August,Saturday,2020,14,0.0,YES,NO,NO,Edenbridge-Humber Valley (9),-79.52135968782655,43.67012369771391,MULTIPOINT ((-79.521359688 43.670123698))
467755,August,Saturday,2020,17,0.0,YES,NO,NO,Cabbagetown-South St.James Town (71),-79.36031536377594,43.6634226025263,MULTIPOINT ((-79.360315364 43.6634226030001))
467869,August,Sunday,2020,16,0.0,YES,NO,NO,South Riverdale (70),-79.33968757823129,43.65406760292229,MULTIPOINT ((-79.3396875779999 43.654067603))
467870,August,Sunday,2020,23,0.0,YES,NO,NO,Cabbagetown-South St.James Town (71),-79.36717885754466,43.662332401436146,MULTIPOINT ((-79.367178858 43.6623324010001))
467881,August,Sunday,2020,21,0.0,NO,NO,YES,High Park North (88),-79.45425941524566,43.65594411233722,MULTIPOINT ((-79.454259415 43.655944112))
467888,August,Sunday,2020,13,0.0,NO,YES,NO,Cliffcrest (123),-79.23910182505048,43.71522790347376,MULTIPOINT ((-79.239101825 43.715227903))
467923,August,Monday,2020,14,0.0,YES,NO,NO,Roncesvalles (86),-79.45176631607666,43.65355130831579,MULTIPOINT ((-79.451766316 43.653551308))
467940,August,Monday,2020,20,0.0,YES,NO,NO,Thistletown-Beaumond Heights (3),-79.58033607073926,43.73970237317062,MULTIPOINT ((-79.580336071 43.739702373))
467943,August,Monday,2020,20,0.0,YES,NO,NO,Mount Olive-Silverstone-Jamestown (2),-79.58922306495246,43.741089572019206,MULTIPOINT ((-79.589223065 43.7410895720001))
468019,August,Monday,2020,15,0.0,YES,YES,NO,Clairlea-Birchmount (120),-79.27762589022672,43.721117982858345,MULTIPOINT ((-79.27762589 43.721117983))
468080,September,Tuesday,2020,9,0.0,YES,YES,NO,West Queen West (162),-79.41659772779944,43.64111188299175,MULTIPOINT ((-79.4165977279999 43.6411118830001))
468083,September,Tuesday,2020,10,0.0,YES,NO,NO,Bayview Village (52),-79.39136498369176,43.78517510385335,MULTIPOINT ((-79.3913649839999 43.7851751040001))
468101,September,Tuesday,2020,12,0.0,YES,NO,NO,Dovercourt Village (172),-79.43409752256916,43.6601446106143,MULTIPOINT ((-79.4340975229999 43.6601446110001))
468110,September,Tuesday,2020,18,0.0,YES,NO,NO,Edenbridge-Humber Valley (9),-79.51197009330399,43.66005449502732,MULTIPOINT ((-79.5119700929999 43.6600544950001))
468111,September,Tuesday,2020,20,0.0,NO,NO,YES,Wellington Place (164),-79.38916553959311,43.64945368855729,MULTIPOINT ((-79.38916554 43.649453689))
468253,September,Wednesday,2020,14,0.0,YES,NO,NO,West Hill (136),-79.17750021096306,43.770367799144275,MULTIPOINT ((-79.1775002109999 43.770367799))
468254,September,Wednesday,2020,14,0.0,YES,NO,NO,Scarborough Village (139),-79.22209628000152,43.74247998469398,MULTIPOINT ((-79.22209628 43.742479985))
468264,September,Wednesday,2020,21,0.0,YES,NO,NO,Humewood-Cedarvale (106),-79.43089269889312,43.699843568753465,MULTIPOINT ((-79.430892699 43.6998435690001))
468278,September,Wednesday,2020,9,0.0,NO,YES,NO,Downtown Yonge East (168),-79.3773479456553,43.64785418695778,MULTIPOINT ((-79.377347946 43.647854187))
468326,September,Thursday,2020,17,0.0,NO,YES,NO,Kensington-Chinatown (78),-79.39984493428074,43.65253909247264,MULTIPOINT ((-79.399844934 43.652539092))
468336,September,Thursday,2020,15,0.0,YES,NO,NO,Kensington-Chinatown (78),-79.40429923189888,43.648039988576876,MULTIPOINT ((-79.404299232 43.648039989))
468388,September,Thursday,2020,20,0.0,YES,NO,NO,Junction Area (90),-79.48240911761317,43.66632475603919,MULTIPOINT ((-79.482409118 43.666324756))
468481,September,Friday,2020,22,0.0,NO,YES,NO,Clairlea-Birchmount (120),-79.29328466582609,43.707674394905396,MULTIPOINT ((-79.293284666 43.707674395))
468560,September,Friday,2020,15,0.0,YES,YES,NO,West Hill (136),-79.18685400793791,43.77050679597814,MULTIPOINT ((-79.186854008 43.7705067960001))
468604,September,Friday,2020,10,0.0,NO,YES,NO,Lambton Baby Point (114),-79.50347830060788,43.66388623213238,MULTIPOINT ((-79.503478301 43.663886232))
468605,September,Friday,2020,18,0.0,YES,NO,NO,Dovercourt Village (172),-79.43166572355167,43.66066041031945,MULTIPOINT ((-79.431665724 43.66066041))
468608,September,Friday,2020,18,0.0,NO,NO,YES,Yonge-Bay Corridor (170),-79.38106344336545,43.65056378966739,MULTIPOINT ((-79.381063443 43.65056379))
468632,September,Friday,2020,22,0.0,YES,NO,NO,Keelesdale-Eglinton West (110),-79.4738975885697,43.69041368626126,MULTIPOINT ((-79.473897589 43.690413686))
468633,September,Friday,2020,5,1.0,NO,NO,NO,Black Creek (24),-79.53051470452836,43.753074985225226,MULTIPOINT ((-79.530514705 43.7530749850001))
468647,September,Saturday,2020,12,0.0,YES,NO,NO,Bayview Village (52),-79.36417813169977,43.76940940056831,MULTIPOINT ((-79.3641781319999 43.7694094010001))
468648,September,Saturday,2020,12,0.0,YES,NO,NO,Milliken (130),-79.27196692903094,43.81793620816464,MULTIPOINT ((-79.271966929 43.817936208))
468650,September,Saturday,2020,17,0.0,YES,NO,NO,Annex (95),-79.3894835474489,43.66970770955897,MULTIPOINT ((-79.3894835469999 43.6697077100001))
468678,September,Saturday,2020,11,0.0,NO,NO,YES,Golfdale-Cedarbrae-Woburn (141),-79.21975636912556,43.76100150511811,MULTIPOINT ((-79.219756369 43.7610015050001))
468689,September,Saturday,2020,15,0.0,NO,NO,YES,Moss Park (73),-79.36342415787794,43.655822894926565,MULTIPOINT ((-79.363424158 43.655822895))
468694,September,Saturday,2020,20,0.0,NO,NO,YES,Corso Italia-Davenport (92),-79.44809131728347,43.67676051721519,MULTIPOINT ((-79.448091317 43.676760517))
468754,September,Sunday,2020,19,0.0,YES,NO,NO,Downtown Yonge East (168),-79.37636914805827,43.65225369135736,MULTIPOINT ((-79.376369148 43.652253691))
468792,September,Sunday,2020,17,0.0,YES,NO,NO,Mimico-Queensway (160),-79.5207393594055,43.60719729698625,MULTIPOINT ((-79.5207393589999 43.607197297))
468803,September,Sunday,2020,15,0.0,YES,NO,NO,Mount Pleasant East (99),-79.38889426327398,43.70518622699901,MULTIPOINT ((-79.3888942629999 43.7051862270001))
468806,September,Sunday,2020,15,0.0,NO,NO,YES,Palmerston-Little Italy (80),-79.42814402498794,43.66144760993278,MULTIPOINT ((-79.4281440249999 43.66144761))
468811,September,Sunday,2020,9,0.0,NO,NO,YES,Corso Italia-Davenport (92),-79.44098312262145,43.6729882238195,MULTIPOINT ((-79.440983123 43.672988224))
468885,September,Monday,2020,17,0.0,YES,NO,NO,Yonge-Eglinton (100),-79.40072014887264,43.69809482198072,MULTIPOINT ((-79.4007201489999 43.698094822))
469047,September,Wednesday,2020,20,0.0,YES,NO,NO,Wychwood (94),-79.43261152886602,43.674549124523516,MULTIPOINT ((-79.432611529 43.674549125))
469057,September,Wednesday,2020,15,0.0,NO,NO,YES,Corso Italia-Davenport (92),-79.44561991747909,43.677298216246704,MULTIPOINT ((-79.445619917 43.6772982160001))
469058,September,Wednesday,2020,18,0.0,NO,YES,YES,Little Portugal (84),-79.42814942394888,43.64522449093373,MULTIPOINT ((-79.428149424 43.6452244910001))
469060,September,Wednesday,2020,14,0.0,YES,NO,NO,Eglinton East (138),-79.23842145676421,43.73885608095165,MULTIPOINT ((-79.238421457 43.7388560810001))
469078,September,Wednesday,2020,9,0.0,YES,NO,NO,Downtown Yonge East (168),-79.37851934915876,43.659855698959454,MULTIPOINT ((-79.378519349 43.659855699))
469165,September,Thursday,2020,13,0.0,YES,YES,NO,Downtown Yonge East (168),-79.38091294638609,43.656324795428525,MULTIPOINT ((-79.380912946 43.656324795))
469187,September,Thursday,2020,15,0.0,YES,NO,NO,Elms-Old Rexdale (5),-79.55812455833967,43.72148110414073,MULTIPOINT ((-79.558124558 43.7214811040001))
469192,September,Thursday,2020,15,0.0,YES,NO,NO,Regent Park (72),-79.35930126309168,43.66092770003143,MULTIPOINT ((-79.359301263 43.6609277000001))
469204,September,Thursday,2020,18,0.0,YES,NO,NO,Dovercourt Village (172),-79.43703522282503,43.66384981529871,MULTIPOINT ((-79.437035223 43.663849815))
469211,September,Thursday,2020,15,0.0,YES,YES,NO,Junction-Wallace Emerson (171),-79.43901972329311,43.66846242016494,MULTIPOINT ((-79.4390197229999 43.66846242))
469212,September,Thursday,2020,18,0.0,YES,NO,NO,Westminster-Branson (35),-79.44651912294871,43.789068398307805,MULTIPOINT ((-79.446519123 43.789068398))
469293,September,Friday,2020,17,0.0,YES,NO,NO,Junction Area (90),-79.45781092162233,43.664285637656455,MULTIPOINT ((-79.457810922 43.6642856380001))
469313,September,Friday,2020,17,0.0,YES,NO,NO,Eglinton East (138),-79.245533449063,43.739918279161884,MULTIPOINT ((-79.2455334489999 43.739918279))
469330,September,Friday,2020,1,0.0,NO,NO,YES,Newtonbrook East (50),-79.41047045458528,43.78286649815589,MULTIPOINT ((-79.4104704549999 43.782866498))
469374,September,Friday,2020,9,0.0,NO,YES,NO,Dovercourt Village (172),-79.43110442378013,43.66078451025645,MULTIPOINT ((-79.4311044239999 43.66078451))
469379,September,Friday,2020,14,0.0,NO,YES,NO,Yonge-Bay Corridor (170),-79.38554914057649,43.64605318515681,MULTIPOINT ((-79.385549141 43.646053185))
469476,September,Saturday,2020,20,0.0,YES,NO,NO,Fort York-Liberty Village (163),-79.40961403012727,43.636252276605795,MULTIPOINT ((-79.4096140299999 43.636252277))
469487,September,Saturday,2020,16,0.0,YES,NO,NO,Weston (113),-79.50637176544511,43.69471547024857,MULTIPOINT ((-79.506371765 43.6947154700001))
469593,September,Saturday,2020,0,0.0,YES,NO,NO,Yonge-Eglinton (100),-79.400236244218,43.70364540954267,MULTIPOINT ((-79.400236244 43.70364541))
469630,September,Sunday,2020,17,0.0,YES,NO,NO,Golfdale-Cedarbrae-Woburn (141),-79.2222682051635,43.75104398794997,MULTIPOINT ((-79.222268205 43.751043988))
469636,September,Sunday,2020,19,0.0,NO,YES,NO,Eglinton East (138),-79.23842145676421,43.73885608095165,MULTIPOINT ((-79.238421457 43.7388560810001))
469642,September,Sunday,2020,16,0.0,NO,YES,NO,St Lawrence-East Bayfront-The Islands (166),-79.37791754527557,43.64317288227655,MULTIPOINT ((-79.3779175449999 43.643172882))
469782,September,Monday,2020,19,0.0,YES,NO,NO,Westminster-Branson (35),-79.44317371400119,43.77454309784207,MULTIPOINT ((-79.443173714 43.774543098))
469792,September,Monday,2020,16,0.0,YES,NO,NO,Playter Estates-Danforth (67),-79.35635668463875,43.67668254343189,MULTIPOINT ((-79.356356685 43.676682543))
469845,September,Tuesday,2020,17,0.0,YES,NO,NO,Danforth (66),-79.32363123294031,43.68336521316597,MULTIPOINT ((-79.323631233 43.6833652130001))
469856,September,Tuesday,2020,11,0.0,NO,NO,YES,Annex (95),-79.40977833687319,43.66852741329421,MULTIPOINT ((-79.409778337 43.6685274130001))
469939,September,Tuesday,2020,7,0.0,YES,NO,NO,Roncesvalles (86),-79.4409507196819,43.6397363890686,MULTIPOINT ((-79.44095072 43.6397363890001))
469944,September,Tuesday,2020,12,0.0,YES,NO,NO,Eringate-Centennial-West Deane (11),-79.58771964698013,43.66617620305068,MULTIPOINT ((-79.587719647 43.6661762030001))
469957,September,Tuesday,2020,9,0.0,NO,NO,YES,Wexford/Maryvale (119),-79.30675356641247,43.73465403936335,MULTIPOINT ((-79.3067535659999 43.7346540390001))
470018,September,Wednesday,2020,15,0.0,YES,NO,NO,Clanton Park (33),-79.43755490199929,43.73765955904196,MULTIPOINT ((-79.437554902 43.7376595590001))
470021,September,Wednesday,2020,5,0.0,NO,NO,YES,Little Portugal (84),-79.43390292203108,43.65050129829476,MULTIPOINT ((-79.433902922 43.650501298))
470036,September,Wednesday,2020,7,0.0,YES,YES,NO,Bathurst Manor (34),-79.43878352596376,43.75678357631839,MULTIPOINT ((-79.438783526 43.756783576))
470075,September,Wednesday,2020,20,0.0,YES,NO,NO,Flemingdon Park (44),-79.33430173002643,43.710012275979146,MULTIPOINT ((-79.3343017299999 43.710012276))
470079,September,Wednesday,2020,17,0.0,YES,YES,NO,Bedford Park-Nortown (39),-79.42956569181044,43.718424762575225,MULTIPOINT ((-79.429565692 43.718424763))
470080,September,Wednesday,2020,16,0.0,YES,NO,NO,L'Amoreaux West (147),-79.33141226562172,43.79310896719046,MULTIPOINT ((-79.331412266 43.7931089670001))
470105,September,Thursday,2020,8,0.0,NO,NO,YES,Junction Area (90),-79.4588062222316,43.664443640236854,MULTIPOINT ((-79.458806222 43.6644436400001))
470203,September,Thursday,2020,14,0.0,YES,NO,NO,Annex (95),-79.41960922954122,43.66657251221281,MULTIPOINT ((-79.4196092299999 43.6665725120001))
470205,September,Thursday,2020,14,0.0,YES,YES,NO,Kensington-Chinatown (78),-79.39997663334636,43.64890058800421,MULTIPOINT ((-79.3999766329999 43.6489005880001))
470212,September,Thursday,2020,17,0.0,YES,NO,NO,Eringate-Centennial-West Deane (11),-79.5712357208673,43.67179139172191,MULTIPOINT ((-79.571235721 43.671791392))
470233,September,Thursday,2020,8,0.0,NO,NO,YES,Junction-Wallace Emerson (171),-79.45121141980307,43.665732926883074,MULTIPOINT ((-79.4512114199999 43.6657329270001))
470392,September,Friday,2020,12,0.0,YES,NO,NO,Tam O'Shanter-Sullivan (118),-79.29810638446001,43.781056836166805,MULTIPOINT ((-79.2981063839999 43.7810568360001))
470409,September,Friday,2020,15,0.0,YES,NO,NO,Princess-Rosethorn (10),-79.55766029341221,43.67561865942062,MULTIPOINT ((-79.557660293 43.6756186590001))
470419,September,Friday,2020,17,0.0,YES,NO,NO,West Rouge (143),-79.1435534893269,43.79592185284976,MULTIPOINT ((-79.1435534889999 43.795921853))
470432,September,Friday,2020,21,0.0,YES,NO,NO,West Queen West (162),-79.40525703157961,43.64339498425114,MULTIPOINT ((-79.405257032 43.6433949840001))
470629,September,Sunday,2020,13,0.0,YES,NO,NO,Humber Bay Shores (161),-79.48275561678737,43.62094188018773,MULTIPOINT ((-79.482755617 43.62094188))
470630,September,Sunday,2020,14,0.0,NO,NO,YES,Downtown Yonge East (168),-79.37546934872861,43.65246519156883,MULTIPOINT ((-79.3754693489999 43.6524651920001))
470631,September,Sunday,2020,15,0.0,YES,NO,NO,Playter Estates-Danforth (67),-79.34610420123646,43.67869556689765,MULTIPOINT ((-79.346104201 43.678695567))
470681,September,Monday,2020,7,0.0,YES,NO,NO,South Riverdale (70),-79.34085117663946,43.65372579981223,MULTIPOINT ((-79.3408511769999 43.6537258000001))
470717,September,Monday,2020,13,0.0,YES,NO,NO,Agincourt North (129),-79.28628061624687,43.80374724323929,MULTIPOINT ((-79.2862806159999 43.803747243))
470720,September,Monday,2020,15,0.0,NO,YES,NO,Banbury-Don Mills (42),-79.3409156231659,43.737702311695394,MULTIPOINT ((-79.3409156229999 43.7377023120001))
470747,September,Monday,2020,18,0.0,YES,NO,NO,High Park North (88),-79.45703601432014,43.655342812461,MULTIPOINT ((-79.457036014 43.6553428120001))
470840,September,Tuesday,2020,18,0.0,NO,NO,YES,North Riverdale (68),-79.34732659920077,43.6784520641741,MULTIPOINT ((-79.347326599 43.678452064))
470852,September,Tuesday,2020,11,0.0,YES,NO,NO,South Riverdale (70),-79.35134917183309,43.66244530499301,MULTIPOINT ((-79.351349172 43.6624453050001))
470910,September,Tuesday,2020,15,0.0,YES,NO,NO,Flemingdon Park (44),-79.33417002849967,43.71498766275532,MULTIPOINT ((-79.334170028 43.714987663))
470914,September,Tuesday,2020,12,0.0,YES,NO,NO,Bayview Village (52),-79.3849732158941,43.767436388617554,MULTIPOINT ((-79.3849732159999 43.7674363890001))
470959,September,Wednesday,2020,6,0.0,YES,NO,NO,Yonge-Bay Corridor (170),-79.38881084295745,43.656356695460445,MULTIPOINT ((-79.388810843 43.656356695))
471000,September,Wednesday,2020,16,0.0,NO,NO,YES,South Riverdale (70),-79.34033408773206,43.66515203168288,MULTIPOINT ((-79.3403340879999 43.665152032))
471021,September,Wednesday,2020,15,0.0,YES,NO,NO,Glenfield-Jane Heights (25),-79.52430400995499,43.75598418741566,MULTIPOINT ((-79.52430401 43.7559841870001))
471030,September,Wednesday,2020,8,0.0,YES,NO,NO,Annex (95),-79.40257204471123,43.675801319707276,MULTIPOINT ((-79.4025720449999 43.6758013200001))
471033,September,Wednesday,2020,11,0.0,YES,NO,NO,Woodbine Corridor (64),-79.3221295301432,43.679822706957765,MULTIPOINT ((-79.32212953 43.679822707))
471158,September,Thursday,2020,21,0.0,YES,YES,NO,Eringate-Centennial-West Deane (11),-79.59110703437459,43.66250760855882,MULTIPOINT ((-79.5911070339999 43.662507609))
471164,September,Thursday,2020,18,1.0,NO,NO,NO,Kensington-Chinatown (78),-79.40225363325442,43.65202349236999,MULTIPOINT ((-79.402253633 43.6520234920001))
471201,September,Thursday,2020,15,0.0,YES,NO,NO,Annex (95),-79.41485093098689,43.66433610882603,MULTIPOINT ((-79.414850931 43.664336109))
471289,September,Friday,2020,19,0.0,YES,NO,NO,Danforth East York (59),-79.34810601295048,43.687515393818494,MULTIPOINT ((-79.3481060129999 43.6875153940001))
